run,label,transitions_million,elapsed_hours,reward_rolling_mean_200
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,37.10976,1.561291692521837,23.528683443069458
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,37.35552,1.5713379281096989,23.686207122802735
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,37.60128,1.5812312445375654,23.896009521484373
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,37.84704,1.5912513181236054,24.07502868652344
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,38.0928,1.6015655372540156,23.947859134674072
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,38.33856,1.6118211750189464,23.788930349349975
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,38.58432,1.6220184232128991,23.565366401672364
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,38.83008,1.6322400206327439,23.412903366088866
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,39.07584,1.6425989315907161,23.25515944480896
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,39.3216,1.6528312018182543,23.068629493713377
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,39.56736,1.663106126586596,22.878839826583864
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,39.81312,1.6733665731218126,22.709260663986207
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,40.05888,1.6835483953025605,22.534745044708252
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,40.30464,1.6937158314387004,22.370713415145875
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,40.5504,1.7037884220149782,22.46861536026001
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,40.79616,1.7137645979060068,22.61657332420349
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,41.04192,1.723856680393219,22.83453998565674
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,41.28768,1.7341431554820803,22.945282878875734
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,41.53344,1.7442727686299218,23.15679949760437
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,41.7792,1.754405737982856,23.307639656066893
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,42.02496,1.764604605237643,23.384653701782227
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,42.27072,1.7748482093546125,23.40123242378235
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,42.51648,1.7850868388679293,23.484768838882445
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,42.76224,1.7954273094733557,23.562523593902586
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,43.008,1.8055680310063893,23.572993726730346
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,43.25376,1.81554289009836,23.58144338607788
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,43.49952,1.8256124149428474,23.403675193786622
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,43.74528,1.8357113899124993,23.414925966262818
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,43.99104,1.845683141152064,23.190008840560914
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,44.2368,1.8555982240041098,23.13371654510498
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,44.48256,1.8656461182567807,23.15055528640747
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,44.72832,1.8757458317942088,23.31401596069336
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,44.97408,1.885735437605116,23.362538089752196
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,45.21984,1.895835763812065,23.474047546386718
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,45.4656,1.9058577474620608,23.34114197731018
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,45.71136,1.915913325548172,23.09747275352478
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,45.95712,1.9260577456156414,23.232774600982665
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,46.20288,1.9361942502525118,23.21259778022766
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,46.44864,1.9463404726319844,23.35016381263733
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,46.6944,1.956491080654992,23.243982734680177
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,46.94016,1.966515898903211,23.127106170654297
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,47.18592,1.9765480176607768,23.0828809261322
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,47.43168,1.986657125486268,22.973412828445433
2026-07-31_22-48-10_go2_no_trs_20k_512,No TRS,47.67744,1.9965573137336308,22.850041542053223
